human_gene	human_ncbi_gene_id	human_ensembl_gene_id	hgnc_id	mouse_gene	mouse_ncbi_gene_id	mgi_marker_id	source
C7	730	ENSG00000112936	HGNC:1346	C7	109828	MGI:88235	MGI_HOM_ProteinCoding
C2orf42	54980	ENSG00000115998	HGNC:26056	C87436	232196	MGI:2141787	MGI_HOM_ProteinCoding
C8A	731	ENSG00000157131	HGNC:1352	C8a	230558	MGI:2668347	MGI_HOM_ProteinCoding
C8B	732	ENSG00000021852	HGNC:1353	C8b	110382	MGI:88236	MGI_HOM_ProteinCoding
C8G	733	ENSG00000176919	HGNC:1354	C8g	69379	MGI:88237	MGI_HOM_ProteinCoding
C9	735	ENSG00000113600	HGNC:1358	C9	12279	MGI:1098282	MGI_HOM_ProteinCoding
C9orf72	203228	ENSG00000147894	HGNC:28337	C9orf72	73205	MGI:1920455	MGI_HOM_ProteinCoding
CA1	759	ENSG00000133742	HGNC:1368	Ca1	12346	MGI:88268	MGI_HOM_ProteinCoding
CA10	56934	ENSG00000154975	HGNC:1369	Ca10	72605	MGI:1919855	MGI_HOM_ProteinCoding
CA11	770	ENSG00000063180	HGNC:1370	Ca11	12348	MGI:1336193	MGI_HOM_ProteinCoding
CA12	771	ENSG00000074410	HGNC:1371	Ca12	76459	MGI:1923709	MGI_HOM_ProteinCoding
CA13	377677	ENSG00000185015	HGNC:14914	Ca13	71934	MGI:1931322	MGI_HOM_ProteinCoding
CA14	23632	ENSG00000118298	HGNC:1372	Ca14	23831	MGI:1344341	MGI_HOM_ProteinCoding
CA2	760	ENSG00000104267	HGNC:1373	Ca2	12349	MGI:88269	MGI_HOM_ProteinCoding
CA3	761	ENSG00000164879	HGNC:1374	Ca3	12350	MGI:88270	MGI_HOM_ProteinCoding
CA4	762	ENSG00000167434	HGNC:1375	Ca4	12351	MGI:1096574	MGI_HOM_ProteinCoding
CA5A	763	ENSG00000174990	HGNC:1377	Ca5a	12352	MGI:101946	MGI_HOM_ProteinCoding
CA5B	11238	ENSG00000169239	HGNC:1378	Ca5b	56078	MGI:1926249	MGI_HOM_ProteinCoding
CA6	765	ENSG00000131686	HGNC:1380	Ca6	12353	MGI:1333786	MGI_HOM_ProteinCoding
CA7	766	ENSG00000168748	HGNC:1381	Ca7	12354	MGI:103100	MGI_HOM_ProteinCoding
CA8	767	ENSG00000178538	HGNC:1382	Ca8	12319	MGI:88253	MGI_HOM_ProteinCoding
CA9	768	ENSG00000107159	HGNC:1383	Ca9	230099	MGI:2447188	MGI_HOM_ProteinCoding
CAAP1	79886	ENSG00000120159	HGNC:25834	Caap1	67770	MGI:1915020	MGI_HOM_ProteinCoding
CAB39	51719	ENSG00000135932	HGNC:20292	Cab39	12283	MGI:107438	MGI_HOM_ProteinCoding
CAB39L	81617	ENSG00000102547	HGNC:20290	Cab39l	69008	MGI:1914081	MGI_HOM_ProteinCoding
CABCOCO1	219621	ENSG00000183346	HGNC:28678	Cabcoco1	73287	MGI:1920537	MGI_HOM_ProteinCoding
CABIN1	23523	ENSG00000099991	HGNC:24187	Cabin1	104248	MGI:1298375	MGI_HOM_ProteinCoding
CABLES1	91768	ENSG00000134508	HGNC:25097	Cables1	63955	MGI:1927065	MGI_HOM_ProteinCoding
CABLES2	81928	ENSG00000149679	HGNC:16143	Cables2	252966	MGI:2182335	MGI_HOM_ProteinCoding
CABP1	9478	ENSG00000157782	HGNC:1384	Cabp1	29867	MGI:1352750	MGI_HOM_ProteinCoding
CABP2	51475	ENSG00000167791	HGNC:1385	Cabp2	29866	MGI:1352749	MGI_HOM_ProteinCoding
CABP4	57010	ENSG00000175544	HGNC:1386	Cabp4	73660	MGI:1920910	MGI_HOM_ProteinCoding
CABP5	56344	ENSG00000105507	HGNC:13714	Cabp5	29865	MGI:1352746	MGI_HOM_ProteinCoding
CABP7	164633	ENSG00000100314	HGNC:20834	Cabp7	192650	MGI:2183437	MGI_HOM_ProteinCoding
CABS1	85438	ENSG00000145309	HGNC:30710	Cabs1	70977	MGI:1918227	MGI_HOM_ProteinCoding
CABYR	26256	ENSG00000154040	HGNC:15569	Cabyr	71132	MGI:1918382	MGI_HOM_ProteinCoding
CACFD1	11094	ENSG00000160325	HGNC:1365	Cacfd1	381356	MGI:1924317	MGI_HOM_ProteinCoding
CACHD1	57685	ENSG00000158966	HGNC:29314	Cachd1	320508	MGI:2444177	MGI_HOM_ProteinCoding
CACNA1A	773	ENSG00000141837	HGNC:1388	Cacna1a	12286	MGI:109482	MGI_HOM_ProteinCoding
CACNA1B	774	ENSG00000148408	HGNC:1389	Cacna1b	12287	MGI:88296	MGI_HOM_ProteinCoding
CACNA1C	775	ENSG00000151067	HGNC:1390	Cacna1c	12288	MGI:103013	MGI_HOM_ProteinCoding
CACNA1D	776	ENSG00000157388	HGNC:1391	Cacna1d	12289	MGI:88293	MGI_HOM_ProteinCoding
CACNA1E	777	ENSG00000198216	HGNC:1392	Cacna1e	12290	MGI:106217	MGI_HOM_ProteinCoding
CACNA1F	778	ENSG00000102001	HGNC:1393	Cacna1f	54652	MGI:1859639	MGI_HOM_ProteinCoding
CACNA1G	8913	ENSG00000006283	HGNC:1394	Cacna1g	12291	MGI:1201678	MGI_HOM_ProteinCoding
CACNA1H	8912	ENSG00000196557	HGNC:1395	Cacna1h	58226	MGI:1928842	MGI_HOM_ProteinCoding
CACNA1I	8911	ENSG00000100346	HGNC:1396	Cacna1i	239556	MGI:2178051	MGI_HOM_ProteinCoding
CACNA1S	779	ENSG00000081248	HGNC:1397	Cacna1s	12292	MGI:88294	MGI_HOM_ProteinCoding
CACNA2D1	781	ENSG00000153956	HGNC:1399	Cacna2d1	12293	MGI:88295	MGI_HOM_ProteinCoding
CACNA2D2	9254	ENSG00000007402	HGNC:1400	Cacna2d2	56808	MGI:1929813	MGI_HOM_ProteinCoding
CACNA2D3	55799	ENSG00000157445	HGNC:15460	Cacna2d3	12294	MGI:1338890	MGI_HOM_ProteinCoding
CACNA2D4	93589	ENSG00000151062	HGNC:20202	Cacna2d4	319734	MGI:2442632	MGI_HOM_ProteinCoding
CACNB1	782	ENSG00000067191	HGNC:1401	Cacnb1	12295	MGI:102522	MGI_HOM_ProteinCoding
CACNB2	783	ENSG00000165995	HGNC:1402	Cacnb2	12296	MGI:894644	MGI_HOM_ProteinCoding
CACNB3	784	ENSG00000167535	HGNC:1403	Cacnb3	12297	MGI:103307	MGI_HOM_ProteinCoding
CACNB4	785	ENSG00000182389	HGNC:1404	Cacnb4	12298	MGI:103301	MGI_HOM_ProteinCoding
CACNG1	786	ENSG00000108878	HGNC:1405	Cacng1	12299	MGI:1206582	MGI_HOM_ProteinCoding
CACNG2	10369	ENSG00000166862	HGNC:1406	Cacng2	12300	MGI:1316660	MGI_HOM_ProteinCoding
CACNG3	10368	ENSG00000006116	HGNC:1407	Cacng3	54376	MGI:1859165	MGI_HOM_ProteinCoding
CACNG4	27092	ENSG00000075461	HGNC:1408	Cacng4	54377	MGI:1859167	MGI_HOM_ProteinCoding
CACNG5	27091	ENSG00000075429	HGNC:1409	Cacng5	140723	MGI:2157946	MGI_HOM_ProteinCoding
CACNG6	59285	ENSG00000130433	HGNC:13625	Cacng6	54378	MGI:1859168	MGI_HOM_ProteinCoding
CACNG7	59284	ENSG00000105605	HGNC:13626	Cacng7	81904	MGI:1932374	MGI_HOM_ProteinCoding
CACNG8	59283	ENSG00000142408	HGNC:13628	Cacng8	81905	MGI:1932376	MGI_HOM_ProteinCoding
CACTIN	58509	ENSG00000105298	HGNC:29938	Cactin	70312	MGI:1917562	MGI_HOM_ProteinCoding
CACUL1	143384	ENSG00000151893	HGNC:23727	Cacul1	78832	MGI:1926082	MGI_HOM_ProteinCoding
CACYBP	27101	ENSG00000116161	HGNC:30423	Cacybp	12301	MGI:1270839	MGI_HOM_ProteinCoding
CAD	790	ENSG00000084774	HGNC:1424	Cad	69719	MGI:1916969	MGI_HOM_ProteinCoding
CADM1	23705	ENSG00000182985	HGNC:5951	Cadm1	54725	MGI:1889272	MGI_HOM_ProteinCoding
CADM2	253559	ENSG00000175161	HGNC:29849	Cadm2	239857	MGI:2442722	MGI_HOM_ProteinCoding
CADM3	57863	ENSG00000162706	HGNC:17601	Cadm3	94332	MGI:2137858	MGI_HOM_ProteinCoding
CADM4	199731	ENSG00000105767	HGNC:30825	Cadm4	260299	MGI:2449088	MGI_HOM_ProteinCoding
CADPS	8618	ENSG00000163618	HGNC:1426	Cadps	27062	MGI:1350922	MGI_HOM_ProteinCoding
CADPS2	93664	ENSG00000081803	HGNC:16018	Cadps2	320405	MGI:2443963	MGI_HOM_ProteinCoding
CAGE1	285782	ENSG00000164304	HGNC:21622	Cage1	71213	MGI:1918463	MGI_HOM_ProteinCoding
CALB1	793	ENSG00000104327	HGNC:1434	Calb1	12307	MGI:88248	MGI_HOM_ProteinCoding
CALB2	794	ENSG00000172137	HGNC:1435	Calb2	12308	MGI:101914	MGI_HOM_ProteinCoding
CALCA	796	ENSG00000110680	HGNC:1437	Calca	12310	MGI:2151253	MGI_HOM_ProteinCoding
CALCB	797	ENSG00000175868	HGNC:1438	Calcb	116903	MGI:2151254	MGI_HOM_ProteinCoding
CALCOCO1	57658	ENSG00000012822	HGNC:29306	Calcoco1	67488	MGI:1914738	MGI_HOM_ProteinCoding
CALCOCO2	10241	ENSG00000136436	HGNC:29912	Calcoco2	76815	MGI:1343177	MGI_HOM_ProteinCoding
CALCR	799	ENSG00000004948	HGNC:1440	Calcr	12311	MGI:101950	MGI_HOM_ProteinCoding
CALCRL	10203	ENSG00000064989	HGNC:16709	Calcrl	54598	MGI:1926944	MGI_HOM_ProteinCoding
CALD1	800	ENSG00000122786	HGNC:1441	Cald1	109624	MGI:88250	MGI_HOM_ProteinCoding
CALHM1	255022	ENSG00000185933	HGNC:23494	Calhm1	546729	MGI:3643383	MGI_HOM_ProteinCoding
CALHM2	51063	ENSG00000138172	HGNC:23493	Calhm2	72691	MGI:1919941	MGI_HOM_ProteinCoding
CALHM3	119395	ENSG00000183128	HGNC:23458	Calhm3	240669	MGI:3645665	MGI_HOM_ProteinCoding
CALHM4	221301	ENSG00000164451	HGNC:21094	Calhm4	270711	MGI:2685489	MGI_HOM_ProteinCoding
CALHM5	254228	ENSG00000178033	HGNC:21568	Calhm5	103511	MGI:2143897	MGI_HOM_ProteinCoding
CALHM6	441168	ENSG00000188820	HGNC:33391	Calhm6	215900	MGI:2443082	MGI_HOM_ProteinCoding
CALM1	801	ENSG00000198668	HGNC:1442	Calm1	12313	MGI:88251	MGI_HOM_ProteinCoding
CALM2	805	ENSG00000143933	HGNC:1445	Calm2	12314	MGI:103250	MGI_HOM_ProteinCoding
CALM3	808	ENSG00000160014	HGNC:1449	Calm3	12315	MGI:103249	MGI_HOM_ProteinCoding
CALML3	810	ENSG00000178363	HGNC:1452	Calml3	70405	MGI:1917655	MGI_HOM_ProteinCoding
CALML4	91860	ENSG00000129007	HGNC:18445	Calml4	75600	MGI:1922850	MGI_HOM_ProteinCoding
CALN1	83698	ENSG00000183166	HGNC:13248	Caln1	140904	MGI:2155987	MGI_HOM_ProteinCoding
CALR	811	ENSG00000179218	HGNC:1455	Calr	12317	MGI:88252	MGI_HOM_ProteinCoding
CALR3	125972	ENSG00000269058	HGNC:20407	Calr3	73316	MGI:1920566	MGI_HOM_ProteinCoding
CALR4P	441884	ENSG00000227742	HGNC:35456	Calr4	108802	MGI:2140435	MGI_HOM_ProteinCoding
CALU	813	ENSG00000128595	HGNC:1458	Calu	12321	MGI:1097158	MGI_HOM_ProteinCoding
CALY	50632	ENSG00000130643	HGNC:17938	Caly	68566	MGI:1915816	MGI_HOM_ProteinCoding
CAMK1	8536	ENSG00000134072	HGNC:1459	Camk1	52163	MGI:1098535	MGI_HOM_ProteinCoding
CAMK1D	57118	ENSG00000183049	HGNC:19341	Camk1d	227541	MGI:2442190	MGI_HOM_ProteinCoding
CAMK1G	57172	ENSG00000008118	HGNC:14585	Camk1g	215303	MGI:2388073	MGI_HOM_ProteinCoding
CAMK2A	815	ENSG00000070808	HGNC:1460	Camk2a	12322	MGI:88256	MGI_HOM_ProteinCoding
CAMK2B	816	ENSG00000058404	HGNC:1461	Camk2b	12323	MGI:88257	MGI_HOM_ProteinCoding
CAMK2D	817	ENSG00000145349	HGNC:1462	Camk2d	108058	MGI:1341265	MGI_HOM_ProteinCoding
CAMK2G	818	ENSG00000148660	HGNC:1463	Camk2g	12325	MGI:88259	MGI_HOM_ProteinCoding
CAMK2N1	55450	ENSG00000162545	HGNC:24190	Camk2n1	66259	MGI:1913509	MGI_HOM_ProteinCoding
CAMK2N2	94032	ENSG00000163888	HGNC:24197	Camk2n2	73047	MGI:1920297	MGI_HOM_ProteinCoding
CAMK4	814	ENSG00000152495	HGNC:1464	Camk4	12326	MGI:88258	MGI_HOM_ProteinCoding
CAMKK1	84254	ENSG00000004660	HGNC:1469	Camkk1	55984	MGI:1891766	MGI_HOM_ProteinCoding
CAMKK2	10645	ENSG00000110931	HGNC:1470	Camkk2	207565	MGI:2444812	MGI_HOM_ProteinCoding
CAMKMT	79823	ENSG00000143919	HGNC:26276	Camkmt	73582	MGI:1920832	MGI_HOM_ProteinCoding
CAMKV	79012	ENSG00000164076	HGNC:28788	Camkv	235604	MGI:2384296	MGI_HOM_ProteinCoding
CAMLG	819	ENSG00000164615	HGNC:1471	Caml	12328	MGI:104728	MGI_HOM_ProteinCoding
CAMP	820	ENSG00000164047	HGNC:1472	Camp	12796	MGI:108443	MGI_HOM_ProteinCoding
CAMSAP1	157922	ENSG00000130559	HGNC:19946	Camsap1	227634	MGI:3036242	MGI_HOM_ProteinCoding
CAMSAP2	23271	ENSG00000118200	HGNC:29188	Camsap2	67886	MGI:1922434	MGI_HOM_ProteinCoding
CAMSAP3	57662	ENSG00000076826	HGNC:29307	Camsap3	69697	MGI:1916947	MGI_HOM_ProteinCoding
CAMTA1	23261	ENSG00000171735	HGNC:18806	Camta1	100072	MGI:2140230	MGI_HOM_ProteinCoding
CAMTA2	23125	ENSG00000108509	HGNC:18807	Camta2	216874	MGI:2135957	MGI_HOM_ProteinCoding
CAND1	55832	ENSG00000111530	HGNC:30688	Cand1	71902	MGI:1261820	MGI_HOM_ProteinCoding
CAND2	23066	ENSG00000144712	HGNC:30689	Cand2	67088	MGI:1914338	MGI_HOM_ProteinCoding
CANT1	124583	ENSG00000171302	HGNC:19721	Cant1	76025	MGI:1923275	MGI_HOM_ProteinCoding
CANX	821	ENSG00000127022	HGNC:1473	Canx	12330	MGI:88261	MGI_HOM_ProteinCoding
CAP1	10487	ENSG00000131236	HGNC:20040	Cap1	12331	MGI:88262	MGI_HOM_ProteinCoding
CAP2	10486	ENSG00000112186	HGNC:20039	Cap2	67252	MGI:1914502	MGI_HOM_ProteinCoding
CAPG	822	ENSG00000042493	HGNC:1474	Capg	12332	MGI:1098259	MGI_HOM_ProteinCoding
CAPN1	823	ENSG00000014216	HGNC:1476	Capn1	12333	MGI:88263	MGI_HOM_ProteinCoding
CAPN10	11132	ENSG00000142330	HGNC:1477	Capn10	23830	MGI:1344392	MGI_HOM_ProteinCoding
CAPN11	11131	ENSG00000137225	HGNC:1478	Capn11	268958	MGI:1352490	MGI_HOM_ProteinCoding
CAPN12	147968	ENSG00000182472	HGNC:13249	Capn12	60594	MGI:1891369	MGI_HOM_ProteinCoding
CAPN13	92291	ENSG00000162949	HGNC:16663	Capn13	381122	MGI:2685789	MGI_HOM_ProteinCoding
CAPN15	6650	ENSG00000103326	HGNC:11182	Capn15	50817	MGI:1355075	MGI_HOM_ProteinCoding
CAPN2	824	ENSG00000162909	HGNC:1479	Capn2	12334	MGI:88264	MGI_HOM_ProteinCoding
CAPN3	825	ENSG00000092529	HGNC:1480	Capn3	12335	MGI:107437	MGI_HOM_ProteinCoding
CAPN5	726	ENSG00000149260	HGNC:1482	Capn5	12337	MGI:1100859	MGI_HOM_ProteinCoding
CAPN6	827	ENSG00000077274	HGNC:1483	Capn6	12338	MGI:1100850	MGI_HOM_ProteinCoding
CAPN7	23473	ENSG00000131375	HGNC:1484	Capn7	12339	MGI:1338030	MGI_HOM_ProteinCoding
CAPN8	388743	ENSG00000203697	HGNC:1485	Capn8	170725	MGI:2181366	MGI_HOM_ProteinCoding
CAPN9	10753	ENSG00000135773	HGNC:1486	Capn9	73647	MGI:1920897	MGI_HOM_ProteinCoding
CAPNS1	826	ENSG00000126247	HGNC:1481	Capns1	12336	MGI:88266	MGI_HOM_ProteinCoding
CAPNS2	84290	ENSG00000256812	HGNC:16371	Capns2	69543	MGI:1916793	MGI_HOM_ProteinCoding
CAPRIN1	4076	ENSG00000135387	HGNC:6743	Caprin1	53872	MGI:1858234	MGI_HOM_ProteinCoding
CAPRIN2	65981	ENSG00000110888	HGNC:21259	Caprin2	232560	MGI:2448541	MGI_HOM_ProteinCoding
CAPS2	84698	ENSG00000180881	HGNC:16471	Caps2	353025	MGI:2441980	MGI_HOM_ProteinCoding
CAPSL	133690	ENSG00000152611	HGNC:28375	Capsl	75568	MGI:1922818	MGI_HOM_ProteinCoding
CATSPERT	151254	ENSG00000155754	HGNC:14438	Capstert	73463	MGI:1920713	MGI_HOM_ProteinCoding
CAPZA1	829	ENSG00000116489	HGNC:1488	Capza1	12340	MGI:106227	MGI_HOM_ProteinCoding
CAPZA2	830	ENSG00000198898	HGNC:1490	Capza2	12343	MGI:106222	MGI_HOM_ProteinCoding
CAPZA3	93661	ENSG00000177938	HGNC:24205	Capza3	12344	MGI:106221	MGI_HOM_ProteinCoding
CAPZB	832	ENSG00000077549	HGNC:1491	Capzb	12345	MGI:104652	MGI_HOM_ProteinCoding
CARD10	29775	ENSG00000100065	HGNC:16422	Card10	105844	MGI:2146012	MGI_HOM_ProteinCoding
CARD11	84433	ENSG00000198286	HGNC:16393	Card11	108723	MGI:1916978	MGI_HOM_ProteinCoding
CARD14	79092	ENSG00000141527	HGNC:16446	Card14	170720	MGI:2386258	MGI_HOM_ProteinCoding
CARD19	84270	ENSG00000165233	HGNC:28148	Card19	68480	MGI:1915730	MGI_HOM_ProteinCoding
CARD6	84674	ENSG00000132357	HGNC:16394	Card6	239319	MGI:3032959	MGI_HOM_ProteinCoding
CARD9	64170	ENSG00000187796	HGNC:16391	Card9	332579	MGI:2685628	MGI_HOM_ProteinCoding
CARF	79800	ENSG00000138380	HGNC:14435	Carf	241066	MGI:2182269	MGI_HOM_ProteinCoding
CARHSP1	23589	ENSG00000153048	HGNC:17150	Carhsp1	52502	MGI:1196368	MGI_HOM_ProteinCoding
CARM1	10498	ENSG00000142453	HGNC:23393	Carm1	59035	MGI:1913208	MGI_HOM_ProteinCoding
CARMIL1	55604	ENSG00000079691	HGNC:21581	Carmil1	68732	MGI:1915982	MGI_HOM_ProteinCoding
CARMIL2	146206	ENSG00000159753	HGNC:27089	Carmil2	234695	MGI:2685431	MGI_HOM_ProteinCoding
CARMIL3	90668	ENSG00000186648	HGNC:20272	Carmil3	268747	MGI:2448573	MGI_HOM_ProteinCoding
CARNMT1	138199	ENSG00000156017	HGNC:23435	Carnmt1	67383	MGI:1914633	MGI_HOM_ProteinCoding
CARNS1	57571	ENSG00000172508	HGNC:29268	Carns1	107239	MGI:2147595	MGI_HOM_ProteinCoding
CARS1	833	ENSG00000110619	HGNC:1493	Cars1	27267	MGI:1351477	MGI_HOM_ProteinCoding
CARS2	79587	ENSG00000134905	HGNC:25695	Cars2	71941	MGI:1919191	MGI_HOM_ProteinCoding
CARTPT	9607	ENSG00000164326	HGNC:24323	Cartpt	27220	MGI:1351330	MGI_HOM_ProteinCoding
CASC3	22794	ENSG00000108349	HGNC:17040	Casc3	192160	MGI:2179723	MGI_HOM_ProteinCoding
CASD1	64921	ENSG00000127995	HGNC:16014	Casd1	213819	MGI:2384865	MGI_HOM_ProteinCoding
CASK	8573	ENSG00000147044	HGNC:1497	Cask	12361	MGI:1309489	MGI_HOM_ProteinCoding
CASKIN1	57524	ENSG00000167971	HGNC:20879	Caskin1	268932	MGI:2442952	MGI_HOM_ProteinCoding
CASKIN2	57513	ENSG00000177303	HGNC:18200	Caskin2	140721	MGI:2157062	MGI_HOM_ProteinCoding
CASP1	834	ENSG00000137752	HGNC:1499	Casp1	12362	MGI:96544	MGI_HOM_ProteinCoding
CASP12	100506742	ENSG00000204403	HGNC:19004	Casp12	12364	MGI:1312922	MGI_HOM_ProteinCoding
CASP14	23581	ENSG00000105141	HGNC:1502	Casp14	12365	MGI:1335092	MGI_HOM_ProteinCoding
CASP2	835	ENSG00000106144	HGNC:1503	Casp2	12366	MGI:97295	MGI_HOM_ProteinCoding
CASP3	836	ENSG00000164305	HGNC:1504	Casp3	12367	MGI:107739	MGI_HOM_ProteinCoding
CASP6	839	ENSG00000138794	HGNC:1507	Casp6	12368	MGI:1312921	MGI_HOM_ProteinCoding
CASP7	840	ENSG00000165806	HGNC:1508	Casp7	12369	MGI:109383	MGI_HOM_ProteinCoding
CASP8	841	ENSG00000064012	HGNC:1509	Casp8	12370	MGI:1261423	MGI_HOM_ProteinCoding
CASP8AP2	9994	ENSG00000118412	HGNC:1510	Casp8ap2	26885	MGI:1349399	MGI_HOM_ProteinCoding
CASP9	842	ENSG00000132906	HGNC:1511	Casp9	12371	MGI:1277950	MGI_HOM_ProteinCoding
CASQ1	844	ENSG00000143318	HGNC:1512	Casq1	12372	MGI:1309468	MGI_HOM_ProteinCoding
CASQ2	845	ENSG00000118729	HGNC:1513	Casq2	12373	MGI:1309469	MGI_HOM_ProteinCoding
CASR	846	ENSG00000036828	HGNC:1514	Casr	12374	MGI:1351351	MGI_HOM_ProteinCoding
CASS4	57091	ENSG00000087589	HGNC:15878	Cass4	320664	MGI:2444482	MGI_HOM_ProteinCoding
CAST	831	ENSG00000153113	HGNC:1515	Cast	12380	MGI:1098236	MGI_HOM_ProteinCoding
CASTOR1	652968	ENSG00000239282	HGNC:34423	Castor1	71962	MGI:1919212	MGI_HOM_ProteinCoding
CASZ1	54897	ENSG00000130940	HGNC:26002	Casz1	69743	MGI:1196251	MGI_HOM_ProteinCoding
CAT	847	ENSG00000121691	HGNC:1516	Cat	12359	MGI:88271	MGI_HOM_ProteinCoding
CATIP	375307	ENSG00000158428	HGNC:25062	Catip	241112	MGI:2685062	MGI_HOM_ProteinCoding
CATSPER1	117144	ENSG00000175294	HGNC:17116	Catsper1	225865	MGI:2179947	MGI_HOM_ProteinCoding
CATSPER2	117155	ENSG00000166762	HGNC:18810	Catsper2	212670	MGI:2387404	MGI_HOM_ProteinCoding
CATSPER3	347732	ENSG00000152705	HGNC:20819	Catsper3	76856	MGI:1924106	MGI_HOM_ProteinCoding
CATSPER4	378807	ENSG00000188782	HGNC:23220	Catsper4	329954	MGI:3043288	MGI_HOM_ProteinCoding
CATSPERB	79820	ENSG00000133962	HGNC:20500	Catsperb	271036	MGI:2443988	MGI_HOM_ProteinCoding
CATSPERD	257062	ENSG00000174898	HGNC:28598	Catsperd	106757	MGI:2147030	MGI_HOM_ProteinCoding
CATSPERH	100130348	ENSG00000187066	HGNC:49389	Catsperh	433215	MGI:3690536	MGI_HOM_ProteinCoding
CATSPERQ	340393	ENSG00000261587	HGNC:44155	Catsperq	666504	MGI:3647471	MGI_HOM_ProteinCoding
CATSPERZ	25858	ENSG00000219435	HGNC:19231	Catsperz	67077	MGI:1914327	MGI_HOM_ProteinCoding
CAV1	857	ENSG00000105974	HGNC:1527	Cav1	12389	MGI:102709	MGI_HOM_ProteinCoding
CAV2	858	ENSG00000105971	HGNC:1528	Cav2	12390	MGI:107571	MGI_HOM_ProteinCoding
CAV3	859	ENSG00000182533	HGNC:1529	Cav3	12391	MGI:107570	MGI_HOM_ProteinCoding
CAVIN1	284119	ENSG00000177469	HGNC:9688	Cavin1	19285	MGI:1277968	MGI_HOM_ProteinCoding
CAVIN2	8436	ENSG00000168497	HGNC:10690	Cavin2	20324	MGI:99513	MGI_HOM_ProteinCoding
CAVIN3	112464	ENSG00000170955	HGNC:9400	Cavin3	109042	MGI:1923422	MGI_HOM_ProteinCoding
CAVIN4	347273	ENSG00000170681	HGNC:33742	Cavin4	68016	MGI:1915266	MGI_HOM_ProteinCoding
CBARP	255057	ENSG00000099625	HGNC:28617	Cbarp	100503659	MGI:1354170	MGI_HOM_ProteinCoding
CBFA2T2	9139	ENSG00000078699	HGNC:1536	Cbfa2t2	12396	MGI:1333833	MGI_HOM_ProteinCoding
CBFA2T3	863	ENSG00000129993	HGNC:1537	Cbfa2t3	12398	MGI:1338013	MGI_HOM_ProteinCoding
CBFB	865	ENSG00000067955	HGNC:1539	Cbfb	12400	MGI:99851	MGI_HOM_ProteinCoding
CBL	867	ENSG00000110395	HGNC:1541	Cbl	12402	MGI:88279	MGI_HOM_ProteinCoding
CBLB	868	ENSG00000114423	HGNC:1542	Cblb	208650	MGI:2146430	MGI_HOM_ProteinCoding
CBLC	23624	ENSG00000142273	HGNC:15961	Cblc	80794	MGI:1931457	MGI_HOM_ProteinCoding
CBLIF	2694	ENSG00000134812	HGNC:4268	Cblif	14603	MGI:1202394	MGI_HOM_ProteinCoding
CBLN1	869	ENSG00000102924	HGNC:1543	Cbln1	12404	MGI:88281	MGI_HOM_ProteinCoding
CBLN2	147381	ENSG00000141668	HGNC:1544	Cbln2	12405	MGI:88282	MGI_HOM_ProteinCoding
CBLN3	643866	ENSG00000139899	HGNC:20146	Cbln3	56410	MGI:1889286	MGI_HOM_ProteinCoding
CBLN4	140689	ENSG00000054803	HGNC:16231	Cbln4	228942	MGI:2154433	MGI_HOM_ProteinCoding
CBR3	874	ENSG00000159231	HGNC:1549	Cbr3	109857	MGI:1309992	MGI_HOM_ProteinCoding
CBR4	84869	ENSG00000145439	HGNC:25891	Cbr4	234309	MGI:2384567	MGI_HOM_ProteinCoding
CBS	875	ENSG00000160200	HGNC:1550	Cbs	12411	MGI:88285	MGI_HOM_ProteinCoding
CBX1	10951	ENSG00000108468	HGNC:1551	Cbx1	12412	MGI:105369	MGI_HOM_ProteinCoding
CBX2	84733	ENSG00000173894	HGNC:1552	Cbx2	12416	MGI:88289	MGI_HOM_ProteinCoding
CBX3	11335	ENSG00000122565	HGNC:1553	Cbx3	12417	MGI:108515	MGI_HOM_ProteinCoding
CBX4	8535	ENSG00000141582	HGNC:1554	Cbx4	12418	MGI:1195985	MGI_HOM_ProteinCoding
CBX5	23468	ENSG00000094916	HGNC:1555	Cbx5	12419	MGI:109372	MGI_HOM_ProteinCoding
CBX6	23466	ENSG00000183741	HGNC:1556	Cbx6	494448	MGI:3512628	MGI_HOM_ProteinCoding
CBX7	23492	ENSG00000100307	HGNC:1557	Cbx7	52609	MGI:1196439	MGI_HOM_ProteinCoding
CBX8	57332	ENSG00000141570	HGNC:15962	Cbx8	30951	MGI:1353589	MGI_HOM_ProteinCoding
CBY1	25776	ENSG00000100211	HGNC:1307	Cby1	73739	MGI:1920989	MGI_HOM_ProteinCoding
CBY2	220082	ENSG00000174015	HGNC:30720	Cby2	67926	MGI:1915176	MGI_HOM_ProteinCoding
CBY3	646019	ENSG00000204659	HGNC:33278	Cby3	76653	MGI:1923903	MGI_HOM_ProteinCoding
CC2D1A	54862	ENSG00000132024	HGNC:30237	Cc2d1a	212139	MGI:2384831	MGI_HOM_ProteinCoding
CC2D1B	200014	ENSG00000154222	HGNC:29386	Cc2d1b	319965	MGI:2443076	MGI_HOM_ProteinCoding
CC2D2A	57545	ENSG00000048342	HGNC:29253	Cc2d2a	231214	MGI:1924487	MGI_HOM_ProteinCoding
CC2D2B	387707	ENSG00000188649	HGNC:31666	Cc2d2b	668310	MGI:3645359	MGI_HOM_ProteinCoding
CCAR1	55749	ENSG00000060339	HGNC:24236	Ccar1	67500	MGI:1914750	MGI_HOM_ProteinCoding
